code,name,la,ln,Trains,train_orig
KNP,KHANAPUR,74.49975681,15.63793441,6,0
KNPR,KENDRAPARA ROAD,85.917437,20.498481,1,0
KNPS,KENDPOSI,85.732482,22.294845,2,0
KNRT,KUNERU,83.440724,18.966946,4,0
KNSR,KANASAR,73.324726,28.145913,4,0
KNT,KANTH,78.621471,29.059768,8,0
KNVT,KINWAT,78.202435,19.618502,10,0
KNW,KHANDWA,76.353227,21.823596,125,0
KO,KOSGI,77.236408,15.847872,6,0
KOAA,KOLKATA,88.385179,22.601175,63,31
KODI,KODI,76.005253,19.710119,6,0
KOHR,KOHIR DECCAN,77.711977,17.608886,2,0
KOI,KHODRI,81.935696,22.665094,8,0
KOJ,KOKRAJHAR,90.274125,26.405057,53,0
KOK,KORUKKUPET JN,80.27837727,13.1204898,1,0
KOL,KOLAD,73.223871,18.392294,4,0
KOLR,KOLNUR,79.41990937,18.49631927,2,0
KON,KUDALNAGAR,78.108666,9.944876,2,0
KONN,KONNUR,77.884404,16.424621,1,0
KONY,KISONI,76.371773,23.301733,5,0
KOO,KHUSROPUR,85.387309,25.484893,38,0
KOP,C SHAHUMHARAJ T,74.237695,16.70257,27,13
KOTA,KOTA JN,75.8805,25.223553,162,10
KOTI,KOTI,76.994519,30.852821,2,0
KOTT,KOTTUR HALT,78.286221,17.14974,1,0
KOU,KODURU,79.345687,13.948578,25,0
KOV,KIRLOSKARVADI,74.416358,17.084152,11,0
KP,KAMPTEE,79.197947,21.21172,16,0
KPA,KANCHRAPARA,88.451231,22.946024,4,0
KPD,KATPADI JN,79.135341,12.972734,177,0
KPDH,KAPURDHA HALT,79.304203,22.053903,2,0
KPG,KOPARGAON,74.503328,19.902943,72,0
KPGM,KARPURIGRAM,85.724178,25.869802,8,0
KPI,KALPI,79.755607,26.119339,13,0
KPK,KALIPAHARI,87.01593,23.6652,5,0
KPKD,KHAPRI KHEDA,79.113667,21.279557,6,0
KPL,KANTAKAPALLE,83.208205,17.954719,4,0
KPLE,KOPAI,87.689548,23.759063,2,0
KPLL,KOTTA PNDLPALLI,80.281949,15.761414,2,0
KPN,KUPPAM,78.339549,12.746834,25,0
KPNA,KAPAN,82.494827,22.026018,4,0
KPP,KALAPIPAL,76.834002,23.332775,19,0
KPQ,KANNAPURAM,75.31381,11.984076,18,0
KPRD,KALYANPUR ROAD,86.58063537,25.27556489,4,0
KPRR,KOTAPAR ROAD,82.30895,19.041434,4,0
KPS,KOPA SAMHOTA,84.652814,25.851866,1,0
KPTN,KESHORAI PATAN,75.937733,25.324522,12,0
KPU,KRISHNAPURAM,78.776559,14.493468,2,0
KPV,KASHIPUR,78.96071,29.204978,14,0
KPY,KARUNAGAPALLI,76.544023,9.065268,33,0
KPZ,KAPREN,76.086492,25.444815,8,0
KQA,KONDAGUNTA,79.79392,14.080028,2,0
KQD,KHAIRATABAD,78.46165,17.414221,3,0
KQE,KALA AKHAR,77.818115,22.394549,2,0
KQK,KOTIKULAM,75.024008,12.423507,6,0
KQN,KODAIKANAL ROAD,77.909593,10.179613,27,0
KQQ,KAUKUNTLA,77.850451,16.538962,1,0
KQR,KODERMA,85.529458,24.434741,63,0
KQT,KURGUNTA,77.359574,17.191165,8,0
KQU,KAMARKUNDU,88.205127,22.821631,8,0
KQW,KHEDULI,74.014573,26.759393,2,0
KRA,KAREPALLI,80.271865,17.511408,6,0
KRAI,KAHET,73.294162,21.137196,5,0
KRAR,KHARIAR ROAD,82.51051328,20.90138556,28,0
KRBA,KORBA,82.713013,22.337584,7,3
KRBO,KARABOH,79.262358,22.05458,2,0
KRBP,KHUDIRAM B PUSA,85.672677,25.906434,16,0
KRCD,KHARWA CHANDA,73.794095,24.417763,2,0
KRD,KARAD,74.215686,17.310011,34,0
KRDH,KORADIH,79.101401,21.249152,5,0
KRDL,KIRANDUL,81.258131,18.757486,2,1
KRE,KARTARPUR,75.492544,31.432388,16,0
KRG,KOREGAON,74.147622,17.690976,7,0
KRGA,KURANGA,69.171715,22.061244,2,0
KRH,KHAIRTHAL,76.64170412,27.79732442,33,0
KRIH,KORAI HALT,86.175994,20.959417,2,0
KRJ,KHURJA JN,77.81904,28.206407,30,0
KRJD,KARJODA,72.455671,24.218469,2,0
KRL,KOTARLIA,83.482238,21.883182,4,0
KRLI,KURALI,76.57193,30.835005,2,0
KRLR,KARAILA ROAD JN,82.719311,24.261081,6,0
KRLS,KURLAS,75.72600901,24.35420058,1,0
KRMI,KARMALI,73.9246644,15.4902129,18,1
KRMR,KARIMNAGAR,79.1288,18.4386,2,1
KRND,KHORASON ROAD,82.867173,26.089746,16,0
KRNR,KRISHNARAJNAGAR,76.3886269,12.4454105,12,0
KRNT,KURNOOL CITY,78.032655,15.833715,50,1
KRP,KRISHNAPUR,88.256132,24.406331,4,0
KRPR,KAREPUR,76.681135,18.589152,4,0
KRPU,KORAPUT,82.719436,18.79219,10,1
KRR,KARUR,78.085087,10.965642,50,0
KRS,KARISATH,84.563141,25.549488,6,0
KRSA,KHARSALIYA,73.55448093,22.70508794,2,0
KRSH,KARAMGARH SDRGH,74.748627,30.213009,1,0
KRSL,KRISHNASHILLA,82.7684964,24.1550254,4,0
KRTH,KIRATGARH,77.77251,22.538155,2,0
KRV,KARAVADI,80.113156,15.553014,2,0
KRW,KHARWA,74.42653,26.204384,2,0
KRY,KADIRI,78.165591,14.114788,10,0
KS,KHETA SARAI,82.68866362,25.96577458,10,0
KSB,KOSAMBA JN,72.954598,21.464052,24,0
KSC,KASHI CHAK,85.718754,25.070799,2,0
KSD,KESHOD,70.252274,21.297662,14,0
KSE,KOSAD,72.86573,21.255892,4,0
KSF,KHALISPUR,82.831747,25.525798,8,0
KSG,KISHANGARH,74.855553,26.588968,68,0
KSH,KALI SINDH,76.430306,23.344476,16,0
KSI,KOSLI,76.464704,28.411947,2,0
KSJ,KASGANJ,78.646026,27.801887,20,0
KSK,KASIMKOTA,82.963751,17.673315,2,0
KSM,KAMASAMUDRAM,78.200119,12.880706,2,0
KSN,KRISHNA,77.328563,16.409324,16,0
KSNG,KESINGA,83.224709,20.188103,42,0
KSP,KISHANPUR,85.840384,25.925351,2,0
KSPR,KASHIPURA SARAR,73.145838,22.120086,2,0
KSRA,KASARA,73.472003,19.647159,24,0
KSTE,KISTAMSETIPALLI,78.883844,15.37238,6,0
KSTH,KASHTI,74.59940041,18.52529423,5,0
KSU,KUSHTAUR,86.498336,23.430416,2,0
KSV,KOSI KALAN,77.445999,27.788551,25,0
KSVM,KESAVARAM,81.879858,16.930994,2,0
KSW,KHERI SALWA,73.39075432,26.42851053,4,0
KSWR,KALMESHWAR,78.915861,21.229072,2,0
KSX,KOTSHILA,86.079548,23.411691,10,0
KT,KUMTA,74.420652,14.436871,23,0
KTA,KUSHTALA,76.326705,25.961351,2,0
KTCR,KOTHACHERUVU,77.76013216,14.18576974,2,0
KTD,KANTADIH,86.29629,23.21838,2,0
KTE,KATNI,80.400543,23.833385,139,0
KTES,KATNI SOUTH,80.401113,23.824725,12,0
KTGA,KEUTGUDA,83.368072,19.303471,2,0
KTH,KATRASGARH,86.302399,23.795757,14,0
KTHD,KOTHARI ROAD,82.70858,22.156964,1,0
KTHU,KATHUA,75.551922,32.397897,62,0
KTJ,KHALTIPUR,88.021646,24.875742,4,0
KTK,KYATANEAKERI RD,75.821206,17.05336,2,0
KTKA,KOTAKADRA,77.869477,16.668744,1,0
KTKH,KOTLAKHERI,76.173654,22.078204,4,0
KTKL,KOTLI KALAN,75.29755056,30.04110224,2,0
KTKR,KUMTHA KHURD,77.00929615,18.42183894,1,0
KTM,KUTRALAM,79.557389,11.069825,4,0
KTMA,KOTMA,81.979022,23.202833,14,0
KTO,KATORA,82.71121878,23.31159271,6,0
KTQ,KUDRA,83.793371,25.048552,18,0
KTR,KOTHAR,73.123647,24.980982,3,0
KTRH,KATAREAH,87.194836,25.400488,4,0
KTRR,KATHARA ROAD,80.228735,26.310011,3,0
KTSH,KOTMI SONAN HLT,82.360215,22.024158,4,0
KTT,KHUTBAV,74.31546331,18.48610413,6,0
KTU,KUTTIPPURAM,76.033397,10.845724,34,0
KTV,KOTTAVALASA,83.1851,17.892375,17,0
KTW,KOTDWARA,78.52116372,29.7429279,6,3
KTYM,KOTTAYAM,76.532168,9.594177,68,0
KUA,KULHARIA,84.757807,25.568173,8,0
KUD,KUDACHI,74.858687,16.62608,19,0
KUDA,KUNDAPURA,74.728366,13.612909,26,0
KUDL,KUDAL,73.67813,16.017651,22,0
KUE,KURSELA,87.253655,25.440774,14,0
KUF,KAURHA,80.102675,27.462683,2,0
KUG,KUSUGALI,75.233643,15.392095,2,0
KUH,KHACHROD,75.286337,23.442673,31,0
KUI,KULALI,76.470592,17.357949,2,0
KUK,KORUKONDA,83.320296,18.054196,4,0
KUN,KARNAL,76.969821,29.694566,48,0
KUP,KUP,75.85284596,30.60073163,2,0
KUR,KHURDA ROAD JN,85.708234,20.153076,191,0
KURJ,KHAJURAHO,79.8900217,24.7969839,6,3
KUT,KANAUTA,75.95599611,26.84221601,2,0
KUTI,KHUMTAI,93.864273,26.626404,2,0
KUTL,KUWANTHAL,73.918994,25.498041,2,0
KUU,KUHURI,85.3527,19.859987,8,0
KUV,KUNDARA,76.678549,8.960373,2,0
KUX,KHIRSADOH JN,78.798394,22.14045,3,0
KVDU,KADAVAKUDURU,80.2572977,15.72254051,2,0
KVG,KUNEANGANJ,81.13642,26.395661,4,0
KVGM,KOLVAGRAM,76.46876528,26.9894839,2,0
KVJ,KESHAVGANJ,73.071329,24.856164,2,0
KVK,KAVATHE MAHANKL,74.944911,17.007517,9,0
KVLS,KARAKAVALASA,82.991426,18.292228,2,0
KVM,KAVUTARAM,81.069608,16.32892,6,0
KVR,KOVVUR,81.726495,17.007084,53,0
KVS,KALSUR,75.40095654,14.88804207,2,0
KVU,KADAKAVUR,76.766672,8.679078,16,0
KVZ,KAVALI,79.988271,14.915993,38,0
KWAE,KATWA,88.124085,23.640315,25,0
KWB,KANIWARA,79.732914,22.218261,2,0
KWE,KHURIAL,87.82685531,25.49111393,4,0
KWGN,KAWARGAON,81.533522,18.896086,2,0
KWI,KIVARLI,72.8424187,24.54050716,2,0
KWM,KAMPUR,92.65778727,26.16060113,10,0
KWN,KACHEWANI,79.981657,21.43031,2,0
KWO,KARAUTA,85.46824,25.468639,13,0
KWP,KHATIPURA,75.890498,26.835709,2,0
KWR,KOELWAR,84.792055,25.5687,8,0
KWV,KURDUVADI,75.417118,18.091348,64,0
KXA,KUANRIYA,74.000153,25.130668,2,0
KXG,KHARIA KHANGARH,73.686313,26.609843,4,0
KXH,KAPURTHALA,75.382724,31.366846,4,0
KXI,KURUMURTHI,77.863463,16.494924,1,0
KXL,KAMARBANDHA ALI,94.056352,26.529561,2,0
KXN,KANSHBAHAL,84.666289,22.215278,8,0
KXP,KANIYAPURAM,76.854482,8.587612,2,0
KXT,KETTI,76.736915,11.381409,4,0
KY,KARELI,79.066765,22.932344,23,0
KYE,KHURAI,78.331128,24.051525,24,0
KYF,KAJRAT NAWADIH,84.05014,24.591041,6,0
KYI,KALYANI,88.467499,22.969219,4,0
KYJ,KAYANKULAM JN,76.512933,9.182586,94,0
KYM,KADIYAM,81.832674,16.914338,8,0
KYN,KALYAN JN,73.12974,19.234716,254,0
KYOP,KOTTAPALLI,79.40385903,18.54026813,2,0
KYQ,KAMAKHYA,91.689505,26.156154,90,18
KYT,KAILAHAT,82.947581,25.155223,2,0
KYX,KARHIYA BHADELI,79.504563,23.858464,3,0
KZA,KHADA,83.868376,27.182926,4,0
KZB,KURUMBUR,78.03964,8.585755,2,0
KZE,KANHANGAD,75.085248,12.320268,40,0
KZJ,KAZIPET JN,79.511025,17.974211,104,0
KZK,KAZHAKUTTAM,76.872235,8.555848,13,0
KZQ,KHIMEL,73.279577,25.300189,2,0
KZT,KULITTHURAI,77.218817,8.302348,16,0
KZTW,KULITTURAI WEST,77.209792,8.323734,3,0
KZU,KUNKI,86.067757,22.875933,2,0
KZY,KAYALPATTINAM,78.09973,8.566912,2,0
LAE,LAKHOLI,81.890652,21.201827,2,0
LAR,LALITPUR,78.395791,24.688222,66,0
LAU,LADNUN,74.4056,27.64255,8,0
LAUL,LAUL,75.39501005,18.03387288,2,0
LAV,LABHA,87.74514032,25.43964676,10,0
LBA,LAMBHUA,82.223283,26.133687,12,0
LBG,LIMBGAON,77.20613425,19.1764581,7,0
LBN,LABAN,76.207965,25.574304,2,0
LC,LUCKNOW CITY,80.917866,26.859109,16,0
LCAE,LALBAGH CRT RD,88.246307,24.173693,2,0
LD,LONDA JN,74.496982,15.450273,43,0
LDA,LIDHORA KHURD,78.872323,23.852972,3,0
LDE,LOKDHIKHERA,78.855877,21.582533,6,0
LDH,LUDHIANA JN,75.847873,30.912367,176,1
LDP,LODIPUR BISHNPR,78.70909876,28.87230172,2,0
LDW,LADHOWAL,75.785811,31.016957,1,0
LDX,LADDA,83.412196,19.102692,2,0
LEDO,LEDO,95.725374,27.288435,2,1
LGB,LOHGARH ABUB,75.7769698,30.74841,2,0
LGCE,LAGARGAWAN,80.81431,24.464248,2,0
LGDH,LALAGUDA GATE,78.524403,17.440355,3,0
LGH,LALGARH JN,73.313909,28.043638,20,2
LGL,LALGOLA,88.257513,24.421152,10,5
LGO,LALGOPALGANJ,81.630185,25.642195,10,0
LHA,LEHRA GAGA,75.810079,29.937832,9,0
LHB,LAHABON,86.60013809,24.6403401,2,0
LHLL,LAHLI,76.445338,28.854317,2,0
LHN,LACHYAN,75.97170146,17.27957376,6,0
LHU,LOHARU,75.801613,28.427051,10,0
LIG,LINGA,78.936403,21.963575,5,0
LIN,LINGAMGUNTLA,80.273943,16.439709,2,0
LJN,LUCKNOW NE,80.918587,26.831967,79,23
LJR,LANJIGARH ROAD,83.40034169,19.94342218,7,0
LKA,LANKA,92.958001,25.914426,24,0
LKBL,LAKHABAWAL,69.999514,22.409215,4,0
LKD,LAKODARA,73.098994,21.991872,2,0
LKDU,LANKALAKODERU,81.681244,16.534517,2,0
LKE,LAKHERI,76.192147,25.639864,20,0
LKG,LAMSAKHANG,93.046846,25.796536,2,0
LKKD,LAKKADKOT,73.603025,21.163562,4,0
LKMN,LOKMANYA NAGAR,75.847166,22.691279,4,0
LKMR,LAXMIPUR ROAD,83.104298,19.003986,6,0
LKN,LAKHMINIA,86.309269,25.426072,12,0
LKNA,LAKHNA,82.662489,20.729266,2,0
LKO,LUCKNOW NR,80.925291,26.830675,239,18
LKR,LUCKEESARAI JN,86.09321059,25.1716617,50,0
LKS,LUNKARANSAR,73.743155,28.493395,16,0
LKT,HULKOTI,75.531958,15.434667,4,0
LKU,LAL KUAN,79.517641,29.071574,22,2
LKW,LAKHEWALI,74.341781,30.447834,2,0
LKY,LAKHMAPUR,75.627712,15.870282,2,0
LLD,LALAWADI,78.189646,21.930347,1,0
LLGM,LELIGUMA,83.208299,19.304006,2,0
LLI,LALGUDI,78.813672,10.875733,4,0
LLJ,LALGANJ,80.973175,26.172392,2,0
LLR,LALPUR,79.948516,26.318818,4,0
LM,LIMBDI,71.789599,22.56604,9,0
LMC,LAKHAMANCHI,71.14841382,22.57181241,2,0
LMD,LINGANENIDODDI,77.703397,15.399929,4,0
LMG,LUMDING JN,93.1766,25.750036,45,1
LMK,LIMKHEDA,73.984515,22.833894,4,0
LMN,LACHHMANPUR,81.257263,26.050472,10,0
LMNR,LAKSHMIBAI NGR,75.858526,22.742296,4,0
LMO,LILIYA MOTA,71.372863,21.540317,2,0
LMP,LAKHIMPUR,80.777625,27.947414,3,0
LMT,ALMATTI,75.9005,16.3459,12,0
LNA,LAMANA,74.46563,26.244934,2,0
LNK,LOHIAN KHAS JN,75.196445,31.165462,6,0
LNL,LONAVALA,73.407657,18.748883,109,0
LNN,LONAND,74.190477,18.040769,7,0
LNR,LUNI RICHHA,75.51367,23.660393,3,0
LNT,LINGTI,78.901334,19.86677,2,0
LOA,LORHA,80.751613,23.581228,3,0
LOD,LEKODA,75.698491,23.075768,2,0
LOL,LOLIEM,74.08778,14.939155,2,0
LONI,LONI,74.020514,18.491631,8,0
LOV,LOVEDALE,76.704285,11.382403,4,0
LPH,LOTAPAHAR,85.565671,22.617663,4,0
LPI,LINGAMPALLI,78.316774,17.482874,29,0
LPJ,LALPUR JAM,69.95242026,22.19453758,6,0
LPN,LAOPANI,92.59598917,26.20030765,2,0
LPNR,LAJPAT NAGAR,77.244136,28.57927,3,0
LPR,LILAPUR ROAD,71.862567,22.954447,2,0
LR,LADPURA,74.728726,26.504385,2,0
LRD,LAR ROAD,83.910183,26.21389,13,0
LRJ,LAKSAR JN,78.019628,29.754038,67,0
LRU,LALPUR UMRI,76.680536,26.429998,2,0
LS,LASALGAON,74.225976,20.154848,21,0
LSE,LASERI,75.479624,28.713124,1,0
LSG,LAWA SARDARGARH,73.948453,25.272756,2,0
LSI,LAHERIA SARAI,85.903825,26.110633,24,0
LSR,LASUR,75.011489,19.926081,26,0
LSX,LOISINGHA,83.514083,20.852667,5,0
LTA,LAMTA,80.12442932,22.13903773,7,0
LTD,LATHIDAD,71.702802,22.090056,4,0
LTHR,LATEHAR,84.46812,23.725092,22,0
LTR,LAKHTAR,71.776727,22.873403,7,0
LTRR,LATUR ROAD,76.845289,18.506494,30,0
LTT,LOKMANYATILAK T,72.891739,19.07032,127,63
LTV,LOTARVA,73.202399,21.153797,4,0
LUNI,LUNI JN,73.003175,26.001256,48,0
LUR,LATUR,76.556049,18.429166,20,1
LUSA,LUSA,82.843318,24.876546,7,0
LVK,LAKKAVARAPUKOTA,83.147449,18.018465,1,0
LWR,ALNAVAR JN,74.738116,15.424244,22,0
LXA,LAKSWA,94.8439824,27.00463702,2,0
LXR,LUNSERIYA,71.036258,22.585491,2,0
MA,MADHA,75.546507,18.029712,9,0
MAA,MAVAL,72.70044,24.432277,2,0
MABA,MANDI BAMORA,78.082437,24.054032,19,0
MABD,MAHBUBABAD,79.999792,17.597561,45,0
MAD,MADDUR,77.049522,12.604742,19,0
MAG,MANGALAGIRI,80.564992,16.438256,18,0
MAGH,MANIKGARH,79.398527,19.787693,4,0
MAHE,MAHE,75.546967,11.699227,26,0
MAHO,MAHOLI,80.477073,27.64872,2,0
MAI,MEHSI,85.096319,26.354898,8,0
MAJN,MANGALORE JN,74.88006,12.866193,59,1
MAKM,MARARIKULAM,76.318018,9.597994,8,0
MAKR,BINA MALKHEDI,78.223009,24.169924,20,0
MALB,MALIYA MIYANA,70.75488469,23.10316687,14,0
MALK,MALKAPUR ROAD,77.967468,21.904426,2,0
MALM,MANTHRALAYAM RD,77.299196,15.949035,47,0
MAM,MANGAL MAHUDI,74.058492,22.83578,1,0
MAN,MANINAGAR,72.610413,23.000142,40,0
MANG,MAHANAGAR,88.251102,25.247077,2,0
MANK,MANKI,74.49323616,14.17443888,2,0
MAO,MADGAON,73.970724,15.267911,85,8
MAP,MORAPPUR,78.393874,12.124073,14,0
MAQ,MANGALORE CNTL,74.844068,12.862325,42,19
MAR,MULANUR,78.406389,12.661485,2,0
MAS,CHENNAI CENTRAL,80.2748563,13.0847613,178,69
MAU,MAU JN,83.564347,25.93948,49,1
MAUR,MAUR,75.22772,30.062746,12,0
MAY,MARIAHU,82.598166,25.597006,7,0
MB,MORADABAD,78.765801,28.831621,196,0
MBA,MAHOBA,79.849079,25.306914,18,0
MBB,MURSHIDABAD,88.281598,24.176964,10,0
MBD,MUSTABADA,80.731768,16.546882,4,0
MBF,MUNABAO,70.276543,25.742614,2,1
MBI,MADHUBANI,86.076784,26.348165,16,0
MBL,MANUBOLU,79.87707,14.226551,1,0
MBM,MAMBALAM,80.228164,13.038154,20,0
MBNL,MARWAR BHINMAL,72.275398,25.000633,8,0
MBNR,MAHBUBNAGAR,77.999429,16.757768,48,0
MBS,MADHOSINGH,82.552278,25.249931,5,0
MBY,MANDI DABWALI,74.700155,29.966227,12,0
MCA,MECHEDA,87.85883,22.414105,23,0
MCI,MANCHIRYAL,79.448848,18.878745,50,0
MCN,MUKUNDARAYAPURM,79.289067,12.977678,4,0
MCPE,MARWAR CHAPRI,73.90739422,26.78348803,2,0
MCQ,MIRCHADHORI,82.793413,24.291847,4,0
MCRD,MECHERI ROAD,77.921857,11.804211,2,0
MCS,MANCHESWAR,85.844866,20.321861,16,0
MCU,MULACALACHERUVU,78.264829,13.802188,6,0
MCV,MACHARYA,78.803702,28.772575,2,0
MCVM,MACHAVARAM,80.541541,16.025343,2,0
MD,MADAR,74.687227,26.465014,1,0
MDB,MANDOR,73.042126,26.350708,3,0
MDDP,MANDI DIP,77.511077,23.093747,8,0
MDE,MAKHDUMPUR GAYA,84.979105,25.077131,7,0
MDGR,MANENDRAGARH,82.197734,23.219747,9,0
MDH,MANDHAR,81.704606,21.33807,2,0
MDJ,MUHAMMADGANJ,83.869978,24.42644,10,0
MDJN,MADAR JN,74.686507,26.464294,4,0
MDKU,MODUKURU,80.583808,16.124988,2,0
MDL,MANDAL,74.59395891,25.43963174,2,0
MDLM,MUNDALARAM,75.102087,23.687953,1,0
MDN,MIDNAPORE,87.307379,22.42498,36,0
MDNR,MODINAGAR,77.571716,28.827907,19,0
MDP,MADHUPUR JN,86.642183,24.270633,109,0
MDPB,MADHOPUR PUNJAB,75.594728,32.359168,4,0
MDPD,MANDAPADU,80.320507,16.388652,2,0
MDPR,MODPUR,69.81170376,22.26258786,2,0
MDR,MADHIRA,80.366849,16.921826,31,0
MDRR,MADAVNAGAR ROAD,80.39482433,23.78661021,2,0
MDS,MANDASOR,75.076343,24.075937,25,1
MDU,MADURAI JN,78.110314,9.919907,77,9
MDVK,MAHADEOKHEDI,78.193689,24.217392,1,0
MDVL,MANDAVALLI,81.16074404,16.51880931,4,0
MDVR,MADHAVNAGAR,74.575493,16.886605,1,0
MDW,MARWAR MUNDWA,73.815965,27.063606,8,0
ME,MASAIPET,78.46695707,17.88053655,2,0
MED,MEDCHAL,78.474557,17.639335,10,0
MEJ,VANCHIMANIYACHI,77.890651,8.882103,40,0
MEM,MAU AIMMA,81.91377,25.698324,4,0
MEP,MAHIDPUR ROAD,75.500338,23.567509,11,0
MET,MALERKOTLA,75.871692,30.529403,19,0
MEX,MUKERIAN,75.611838,31.941873,25,0
MFJ,MUFTIGANJ,82.827774,25.700913,4,0
MFKA,MUSAFIR KHANA,81.799817,26.379585,22,0
MFL,MISRAULI,81.84839619,26.11437042,5,0
MFP,MUZAFFARPUR JN,85.378006,26.122311,100,14
MFQ,MAHROI,80.919501,23.951414,2,0
MGAE,MORGRAM,88.018413,24.304919,4,0
MGB,MUDIGUBBA,77.994996,14.349934,2,0
MGC,MUGAT,77.427262,19.17485,6,0
MGF,MANDAGERE,76.378905,12.730158,4,0
MGG,MANGLIYA GAON,75.918051,22.815074,6,0
MGL,MANGELA,75.749383,16.223191,2,0
MGLE,MANIGRAM,88.10788163,24.34285491,2,0
MGLP,MANGOLPURI,77.09057445,28.68324578,1,0
MGM,MURAGACHA,88.421243,23.529636,4,0
MGME,MCCLUSKIEGANJ,84.940855,23.651781,4,0
MGN,MEGHNAGAR,74.539834,22.907459,42,0
MGRL,MANGROLLA,73.182172,21.156258,4,0
MGS,MUGHAL SARAI JN,83.11925,25.278149,233,0
MGTD,MEGHPURTITODI,69.451972,22.138132,2,0
MGVK,MALEGAON VYENKU,78.956134,21.37586,2,0
MHAD,MOHADI PRGN LNG,74.779784,20.863002,2,0
MHBT,MAHABUBNAGAR TO,77.982649,16.742879,2,0
MHD,MHMDVD KHEDA RD,72.752481,22.819556,26,0
MHH,MAGHAR,83.133741,26.750013,8,0
MHJ,MAHAJAN,73.853666,28.793007,14,0
MHN,MAHANADI,88.318628,26.882301,2,0
MHO,MAHPUR,83.246984,25.605166,2,0
MHOW,MHOW,75.771097,22.55518,4,0
MHPE,MOHOPE,73.19412,18.943255,2,0
MHQ,MAHUDA,86.270783,23.747481,4,0
MHRG,MAHENDRAGARH,76.14863,28.281433,12,0
MHT,MANJHI,84.584759,25.828485,2,0
MHU,MANHERU,76.203117,28.701227,2,0
MHV,MAHUVA JN,71.756011,21.09412,2,1
MID,MADHI,73.24268,21.145672,9,0
MIH,MIHRAWAN,82.694333,25.871178,2,0
MIK,MANIKUL,86.066359,22.919528,2,0
MIL,MILAK,79.164117,28.612475,9,0
MIN,MIHINPURWA,81.38446715,28.02734412,2,0
MINA,MIYANA,77.472164,24.85653,4,0
MINJ,MAIKALGANJ,80.33782191,27.71753722,3,0
MIPM,MARRIPALEM PH,83.252629,17.7363,10,0
MIQ,MIRHAKUR,77.86601225,27.15120354,2,0
MJ,MARWAR JN,73.609301,25.720479,86,1
MJA,MEJA ROAD,82.089337,25.221545,13,0
MJBK,MANJARI BUDRUK,73.971424,18.512039,8,0
MJBT,MAJBAT,92.287814,26.784587,2,0
MJF,MALKAJGIRI,78.529606,17.448392,24,0
MJG,MAJHAGAWAN,80.811656,24.913389,9,0
MJL,MAJHOWLIA,84.619139,26.802772,2,0
MJN,MAKUM JN,95.440958,27.485742,2,0
MJRI,MAJRI JN,79.043522,20.139283,15,0
MJS,MANJESHWAR,74.887582,12.724197,7,0
MJY,MARAMJHIRI,77.883002,21.946123,2,0
MJZ,MAJHOLA PAKARYA,79.899341,28.831681,2,0
MK,MIRANPUR KATRA,79.674809,28.03708,4,0
MKA,MOKAMEH JN,85.913049,25.391885,106,1
MKB,MANKATHA,86.056352,25.207216,11,0
MKC,MAKSI,76.159116,23.251625,59,0
MKDD,MUKUNDAWADI HA,75.367553,19.859544,8,0
MKDI,MAKUDI,79.44826,19.592555,2,0
MKDN,MORKADHANA,78.501566,22.11073,2,0
MKH,MALAKHERA,76.618982,27.390236,7,0
MKL,MAKLIDRUG,77.5090374,13.40954517,2,0
MKN,MAKRANA JN,74.723149,27.037532,44,0
MKO,MARKONA,86.596117,21.195555,4,0
MKP,MANIKPUR JN,81.093657,25.063492,81,1
MKPR,MUKTAPUR,85.79556,25.884676,1,0
MKPT,MALIKPETH,75.608752,17.899982,2,0
MKR,MADDIKERA,77.411496,15.256635,8,0
MKRA,MAKRERA,74.5333716,26.31092531,2,0
MKRD,MACHHAKUNDA,82.666955,18.566875,2,0
MKRH,MALLICKPUR HAT,88.676426,25.325703,2,0
MKRN,MAKRONIA,78.808077,23.86705,9,0
MKS,MUKTSAR,74.514271,30.47821,2,0
MKSR,MOKALSAR,72.51804452,25.62535022,8,0
MKT,MUKHTIAR BALWAR,75.973751,22.398362,4,0
MKU,MALKAPUR,76.202946,20.891974,56,0
MKX,MORAK,75.973339,24.730953,7,0
ML,MALHOUR,81.04047524,26.85344916,1,0
MLAR,MALANPUR,78.272811,26.413118,3,0
MLB,MODNIMB,75.4055439,17.91654771,8,0
MLC,MALKISAR,73.862645,28.654232,4,0
MLD,MALIHABAD,80.715032,26.930598,8,0
MLDT,MALDA TOWN,88.130338,25.015659,109,11
MLG,MALHARGARH,74.972666,24.265618,5,0
MLGH,MANDALGARH,75.08094,25.194176,8,0
MLGT,MALLAPPA GATE H,77.387152,15.225027,4,0
MLHA,MALIYA HATINA,70.299701,21.15957,10,0
MLI,MANGALIYAWAS,74.492705,26.278197,2,0
MLJ,MOHANLALGANJ,80.984093,26.687033,4,0
MLK,MALKAPURAM,77.967556,15.368944,6,0
MLM,MALTHAN,74.72436739,18.36895117,2,0
MLMR,MELMARUVATTUR,79.833801,12.429554,62,0
MLN,MAILANI,80.347318,28.284349,5,0
MLNH,MALANCHA,88.586067,25.368716,2,0
MLO,MALUR,77.940033,12.992108,10,0
MLP,MALLAPUR,75.610219,15.672447,4,0
MLPR,MALIPUR,82.6313,26.281482,19,0
MLTR,MELATTUR,76.272805,11.06543,2,0
MLU,MALUGUR,77.531591,13.866614,1,0
MLV,MALLARPUR,87.726275,24.080029,10,0
