train_no,train_name,source_code,source_name,des_code,des_name
'11701',INDB INTERCITY ,JBP ,JABALPUR       ,INDB,INDORE JN BG   
'11702',JBP INTERCITY  ,INDB,INDORE JN BG   ,JBP ,JABALPUR       
'11703',REWA INDB EXP  ,REWA,REWA           ,INDB,INDORE JN BG   
'11704',REWA EXPRESS   ,INDB,INDORE JN BG   ,REWA,REWA           
'12001',NDLS SHATABDI E,HBJ ,HABIBGANJ      ,NDLS,NEW DELHI      
'12002',BHOPAL SHTBDI  ,NDLS,NEW DELHI      ,HBJ ,HABIBGANJ      
'12003',LJN SWRAN SHTBD,LJN ,LUCKNOW NE     ,NDLS,NEW DELHI      
'12004',LJN SWRAN SHTBD,NDLS,NEW DELHI      ,LJN ,LUCKNOW NE     
'12005',KALKA SHTBDI   ,NDLS,NEW DELHI      ,KLK ,KALKA          
'12006',KALKA SHTBDI   ,KLK ,KALKA          ,NDLS,NEW DELHI      
'12007',SHATABDI EXP   ,MAS ,CHENNAI CENTRAL,MYS ,MYSORE JN      
'12008',SHATABDI EXP   ,MYS ,MYSORE JN      ,MAS ,CHENNAI CENTRAL
'12009',SHATABDI EXP   ,BCT ,MUMBAI CENTRAL ,ADI ,AHMEDABAD JN   
'12010',SHATABDI EXP   ,ADI ,AHMEDABAD JN   ,BCT ,MUMBAI CENTRAL 
'12011',KALKA SHTBDI   ,NDLS,NEW DELHI      ,KLK ,KALKA          
'12012',KALKA SHTBDI   ,KLK ,KALKA          ,NDLS,NEW DELHI      
'12013',AMRITSAR SHTBDI,NDLS,NEW DELHI      ,ASR ,AMRITSAR JN    
'12014',AMRITSAR SHTBDI,ASR ,AMRITSAR JN    ,NDLS,NEW DELHI      
'12015',AJMER SHTBDI   ,NDLS,NEW DELHI      ,AII ,AJMER JN       
'12016',AJMER SHTBDI   ,AII ,AJMER JN       ,NDLS,NEW DELHI      
'12017',DEHRADUN SHTBDI,NDLS,NEW DELHI      ,DDN ,DEHRADUN       
'12018',DEHRADUN SHTBDI,DDN ,DEHRADUN       ,NDLS,NEW DELHI      
'12019',SHATABDI EXPRES,HWH ,HOWRAH JN      ,RNC ,RANCHI         
'12020',SHATABDI EXPRES,RNC ,RANCHI         ,HWH ,HOWRAH JN      
'12021',BBN JANSHATABDI,HWH ,HOWRAH JN      ,BBN ,BARABIL        
'12022',BBN JANSHATABDI,BBN ,BARABIL        ,HWH ,HOWRAH JN      
'12023',JANSHATABDI EXP,HWH ,HOWRAH JN      ,PNBE,PATNA JN       
'12024',JANSHATABDI EXP,PNBE,PATNA JN       ,HWH ,HOWRAH JN      
'12025',SHATABDI EXP   ,PUNE,PUNE JN        ,SC  ,SECUNDERABAD JN
'12026',PUNE SHATABDI  ,SC  ,SECUNDERABAD JN,PUNE,PUNE JN        
'12027',SHATABDI EXP   ,MAS ,CHENNAI CENTRAL,SBC ,BANGALORE CY JN
'12028',SHATABDI EXP   ,SBC ,BANGALORE CY JN,MAS ,CHENNAI CENTRAL
'12029',SWARNA SHTBDI  ,NDLS,NEW DELHI      ,ASR ,AMRITSAR JN    
'12030',SWARNA SHTBDI  ,ASR ,AMRITSAR JN    ,NDLS,NEW DELHI      
'12031',AMRITSAR SHTBDI,NDLS,NEW DELHI      ,ASR ,AMRITSAR JN    
'12032',AMRITSAR SHTBDI,ASR ,AMRITSAR JN    ,NDLS,NEW DELHI      
'12033',CNB NDLS SHT   ,CNB ,KANPUR CENTRAL ,NDLS,NEW DELHI      
'12034',NDLS CNB SHT   ,NDLS,NEW DELHI      ,CNB ,KANPUR CENTRAL 
'12035',JP AF SHATABDI ,JP  ,JAIPUR         ,AF  ,AGRA FORT      
'12036',AF JP SHATABDI ,AF  ,AGRA FORT      ,JP  ,JAIPUR         
'12037',NDLS LDH SHTBDI,NDLS,NEW DELHI      ,LDH ,LUDHIANA JN    
'12038',LDH NDLS SHTBDI,LDH ,LUDHIANA JN    ,NDLS,NEW DELHI      
'12039',KGM ANVT SHT   ,KGM ,KATHGODAM      ,ANVT,ANAND VIHAR TRM
'12040',ANVT KGM SHT   ,ANVT,ANAND VIHAR TRM,KGM ,KATHGODAM      
'12041',SHATABDI EXPRES,HWH ,HOWRAH JN      ,NJP ,NEW JALPAIGURI 
'12042',NJP HWH SHATABD,NJP ,NEW JALPAIGURI ,HWH ,HOWRAH JN      
'12043',NDLS MOGA SHT  ,NDLS,NEW DELHI      ,MOGA,MOGA           
'12044',NDLS SHATABDI  ,MOGA,MOGA           ,NDLS,NEW DELHI      
'12045',NDLS CDG SHTBDI,NDLS,NEW DELHI      ,CDG ,CHANDIGARH     
'12046',CDG NDLS SHTBDI,CDG ,CHANDIGARH     ,NDLS,NEW DELHI      
'12047',NDLS BTI SHTBDI,NDLS,NEW DELHI      ,BTI ,BHATINDA JN    
'12048',BTI NDLS SHTBDI,BTI ,BHATINDA JN    ,NDLS,NEW DELHI      
'12051',JAN SHATABDI EX,DR  ,DADAR          ,MAO ,MADGAON        
'12052',JAN SHATABDI EX,MAO ,MADGAON        ,DR  ,DADAR          
'12053',HW ASR JNSHTBDI,HW  ,HARIDWAR JN    ,ASR ,AMRITSAR JN    
'12054',ASR HW JNSHTBDI,ASR ,AMRITSAR JN    ,HW  ,HARIDWAR JN    
'12055',DDN JANSHTBDI  ,NDLS,NEW DELHI      ,DDN ,DEHRADUN       
'12056',NDLS JANSHATABD,DDN ,DEHRADUN       ,NDLS,NEW DELHI      
'12057',UHL JANSHATABDI,NDLS,NEW DELHI      ,UHL ,UNA HIMACHAL   
'12058',NDLS JANSHTBDI ,UHL ,UNA HIMACHAL   ,NDLS,NEW DELHI      
'12059',NZM JAN SHATABD,KOTA,KOTA JN        ,NZM ,H NIZAMUDDIN   
'12060',KOTA JANSHTBDI ,NZM ,H NIZAMUDDIN   ,KOTA,KOTA JN        
'12061',JBP JANSHATABDI,HBJ ,HABIBGANJ      ,JBP ,JABALPUR       
'12062',HBJ JANSHATABDI,JBP ,JABALPUR       ,HBJ ,HABIBGANJ      
'12063',HW UHL LINK JSH,HW  ,HARIDWAR JN    ,UHL ,UNA HIMACHAL   
'12064',UHL HW LINK JSH,UHL ,UNA HIMACHAL   ,HW  ,HARIDWAR JN    
'12065',NZM JAN SHATABD,AII ,AJMER JN       ,NZM ,H NIZAMUDDIN   
'12066',AII JAN SHATABD,NZM ,H NIZAMUDDIN   ,AII ,AJMER JN       
'12067',JAN SHATABDI EX,GHY ,GUWAHATI       ,JTTN,JORHAT TOWN    
'12068',JAN SHATABDI EX,JTTN,JORHAT TOWN    ,GHY ,GUWAHATI       
'12069',JANSHATABDI EXP,RIG ,RAIGARH        ,G   ,GONDIA JN      
'12070',JANSHATABDI EXP,G   ,GONDIA JN      ,RIG ,RAIGARH        
'12071',JAN SHATABDI EX,DR  ,DADAR          ,AWB ,AURANGABAD     
'12072',JANSHATABDI EXP,AWB ,AURANGABAD     ,DR  ,DADAR          
'12073',BBS JAN SHATABD,HWH ,HOWRAH JN      ,BBS ,BHUBANESWAR    
'12074',BBS JAN SHATABD,BBS ,BHUBANESWAR    ,HWH ,HOWRAH JN      
'12075',JAN SHATABDI   ,CLT ,KOZHIKODE      ,TVC ,TRIVANDRUM CNTL
'12076',JAN SHATABDI   ,TVC ,TRIVANDRUM CNTL,CLT ,KOZHIKODE      
'12077',JAN SHATABDI   ,MAS ,CHENNAI CENTRAL,BZA ,VIJAYAWADA JN  
'12078',JAN SHATABDI   ,BZA ,VIJAYAWADA JN  ,MAS ,CHENNAI CENTRAL
'12079',JANSHATABDI EXP,SBC ,BANGALORE CY JN,UBL ,HUBLI JN       
'12080',JAN SHATABDI EX,UBL ,HUBLI JN       ,SBC ,BANGALORE CY JN
'12081',JAN SHATABDI   ,CAN ,KANNUR         ,TVC ,TRIVANDRUM CNTL
'12082',JAN SHATABDI   ,TVC ,TRIVANDRUM CNTL,CAN ,KANNUR         
'12083',JAN SHATABDI EX,MV  ,MAYILADUTURAI J,CBE ,COIMBATORE JN  
'12084',JAN SHATABDI EX,CBE ,COIMBATORE JN  ,MV  ,MAYILADUTURAI J
'12101',JNANESWARI DELX,LTT ,LOKMANYATILAK T,HWH ,HOWRAH JN      
'12102',JNANESWARISUPDL,HWH ,HOWRAH JN      ,LTT ,LOKMANYATILAK T
'12103',PA LUCKNOW EXP ,PUNE,PUNE JN        ,LJN ,LUCKNOW NE     
'12104',LJN PUNE EXP   ,LJN ,LUCKNOW NE     ,PUNE,PUNE JN        
'12105',VIDARBHA EXPRES,CSTM,MUMBAI CST     ,G   ,GONDIA JN      
'12106',VIDARBHA EXPRES,G   ,GONDIA JN      ,CSTM,MUMBAI CST     
'12107',LUCKNOW SUP EXP,LTT ,LOKMANYATILAK T,LJN ,LUCKNOW NE     
'12108',LJN LTT EXPRESS,LJN ,LUCKNOW NE     ,LTT ,LOKMANYATILAK T
'12109',PANCHAVATI EXP ,CSTM,MUMBAI CST     ,MMR ,MANMAD JN      
'12110',PANCHAVTI EXP  ,MMR ,MANMAD JN      ,CSTM,MUMBAI CST     
'12111',CSTM AMRAVATI E,CSTM,MUMBAI CST     ,AMI ,AMRAVATI       
'12112',AMRAVATI CSTM E,AMI ,AMRAVATI       ,CSTM,MUMBAI CST     
'12113',NAGPUR GARIBRAT,PUNE,PUNE JN        ,NGP ,NAGPUR         
'12114',PUNE GARIBRATH ,NGP ,NAGPUR         ,PUNE,PUNE JN        
'12115',SIDDHESHWAR EXP,CSTM,MUMBAI CST     ,SUR ,SOLAPUR JN     
'12116',SIDDHESWAR EXP ,SUR ,SOLAPUR JN     ,CSTM,MUMBAI CST     
'12117',LTT MANMAD EXP ,LTT ,LOKMANYATILAK T,MMR ,MANMAD JN      
'12118',MANMAD LTT EXP ,MMR ,MANMAD JN      ,LTT ,LOKMANYATILAK T
'12121',M P SMPRK KRNTI,JBP ,JABALPUR       ,NZM ,H NIZAMUDDIN   
'12122',M P SMPRK KRNTI,NZM ,H NIZAMUDDIN   ,JBP ,JABALPUR       
'12123',DECCAN QUEEN   ,CSTM,MUMBAI CST     ,PUNE,PUNE JN        
'12124',DECCAN QUEEN   ,PUNE,PUNE JN        ,CSTM,MUMBAI CST     
'12125',PRAGATI EXPRESS,CSTM,MUMBAI CST     ,PUNE,PUNE JN        
'12126',PRAGATI EXPRESS,PUNE,PUNE JN        ,CSTM,MUMBAI CST     
'12127',INTERCITY EXP  ,CSTM,MUMBAI CST     ,PUNE,PUNE JN        
'12128',INTERCITY EXP  ,PUNE,PUNE JN        ,CSTM,MUMBAI CST     
'12129',AZAD HIND EXP  ,PUNE,PUNE JN        ,HWH ,HOWRAH JN      
'12130',AZAD HIND EXP  ,HWH ,HOWRAH JN      ,PUNE,PUNE JN        
'12131',DR SAINAGAR EXP,DR  ,DADAR          ,SNSI,SAINAGAR SHIRDI
'12132',SAINAGAR DR EXP,SNSI,SAINAGAR SHIRDI,DR  ,DADAR          
'12133',MANGALORE EXP  ,CSTM,MUMBAI CST     ,MAJN,MANGALORE JN   
'12134',MUMBAI EXP     ,MAJN,MANGALORE JN   ,CSTM,MUMBAI CST     
'12135',PUNE NAGPUR EXP,PUNE,PUNE JN        ,NGP ,NAGPUR         
'12136',NAGPUR PUNE EXP,NGP ,NAGPUR         ,PUNE,PUNE JN        
'12137',PUNJAB MAIL    ,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12138',PUNJAB MAIL    ,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12139',SEWAGRAM  EXP  ,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12140',SEWAGRAM  EXP  ,NGP ,NAGPUR         ,CSTM,MUMBAI CST     
'12141',RAJENDRA NGR EX,LTT ,LOKMANYATILAK T,RJPB,RAJENDRANAGAR T
'12142',RJPB LTT EXP   ,RJPB,RAJENDRANAGAR T,LTT ,LOKMANYATILAK T
'12143',LTT SLN SUP EXP,LTT ,LOKMANYATILAK T,SLN ,SULTANPUR      
'12144',SLN LTT SF     ,SLN ,SULTANPUR      ,LTT ,LOKMANYATILAK T
'12145',LTT PURI SUP EX,LTT ,LOKMANYATILAK T,PURI,PURI           
'12146',PURI LTT SUP EX,PURI,PURI           ,LTT ,LOKMANYATILAK T
'12147',NIZAMUDDIN EXP ,KOP ,C SHAHUMHARAJ T,NZM ,H NIZAMUDDIN   
'12148',NZM KOP EXP    ,NZM ,H NIZAMUDDIN   ,KOP ,C SHAHUMHARAJ T
'12149',PUNE PATNA EXP ,PUNE,PUNE JN        ,PNBE,PATNA JN       
'12150',PNBE PUNE EXP  ,PNBE,PATNA JN       ,PUNE,PUNE JN        
'12151',SAMARSATA EXP  ,LTT ,LOKMANYATILAK T,HWH ,HOWRAH JN      
'12152',SAMARSATA EXP  ,HWH ,HOWRAH JN      ,LTT ,LOKMANYATILAK T
'12153',HABIBGANJ EXP  ,LTT ,LOKMANYATILAK T,HBJ ,HABIBGANJ      
'12154',HBJ LTT SUP EXP,HBJ ,HABIBGANJ      ,LTT ,LOKMANYATILAK T
'12155',BHOPAL  EXPRESS,HBJ ,HABIBGANJ      ,NZM ,H NIZAMUDDIN   
'12156',BHOPAL  EXPRESS,NZM ,H NIZAMUDDIN   ,HBJ ,HABIBGANJ      
'12157',HUTATMA EXPRESS,PUNE,PUNE JN        ,SUR ,SOLAPUR JN     
'12158',HUTATMA EXPRESS,SUR ,SOLAPUR JN     ,PUNE,PUNE JN        
'12159',AMI JBP SUP EXP,AMI ,AMRAVATI       ,JBP ,JABALPUR       
'12160',JBP AMI SUP EXP,JBP ,JABALPUR       ,AMI ,AMRAVATI       
'12161',LASHKAR EXPRESS,LTT ,LOKMANYATILAK T,AGC ,AGRA CANTT     
'12162',LASHKAR EXPRESS,AGC ,AGRA CANTT     ,LTT ,LOKMANYATILAK T
'12163',CHENNAI EXPRESS,DR  ,DADAR          ,MS  ,CHENNAI EGMORE 
'12164',CHENNAI EXP    ,MS  ,CHENNAI EGMORE ,DR  ,DADAR          
'12165',LTT BSB SUP EXP,LTT ,LOKMANYATILAK T,BSB ,VARANASI JN    
'12166',BSB LTT SUP EXP,BSB ,VARANASI JN    ,LTT ,LOKMANYATILAK T
'12167',LTT BSB SUP EXP,LTT ,LOKMANYATILAK T,BSB ,VARANASI JN    
'12168',BSB LTT SUP EXP,BSB ,VARANASI JN    ,LTT ,LOKMANYATILAK T
'12169',SUR INTERCITY  ,PUNE,PUNE JN        ,SUR ,SOLAPUR JN     
'12170',PUNE INTERCITY ,SUR ,SOLAPUR JN     ,PUNE,PUNE JN        
'12171',LTT HW AC SUP  ,LTT ,LOKMANYATILAK T,HW  ,HARIDWAR JN    
'12172',HW LTT AC SF   ,HW  ,HARIDWAR JN    ,LTT ,LOKMANYATILAK T
'12173',UDYOG NAGRI EXP,LTT ,LOKMANYATILAK T,PBH ,PARTAPGARH JN  
'12174',UDYOG NAGRI EXP,PBH ,PARTAPGARH JN  ,LTT ,LOKMANYATILAK T
'12175',CHAMBAL EXP    ,HWH ,HOWRAH JN      ,GWL ,GWALIOR        
'12176',CHAMBAL EXPRESS,GWL ,GWALIOR        ,HWH ,HOWRAH JN      
'12177',CHAMBAL EXP    ,HWH ,HOWRAH JN      ,MTJ ,MATHURA JN     
'12178',CHAMBAL EXPRESS,MTJ ,MATHURA JN     ,HWH ,HOWRAH JN      
'12179',LJN AGC INTRCIT,LJN ,LUCKNOW NE     ,AGC ,AGRA CANTT     
'12180',LJN  INTERCITY ,AGC ,AGRA CANTT     ,LJN ,LUCKNOW NE     
'12181',DAYODAYA EXPRES,JBP ,JABALPUR       ,AII ,AJMER JN       
'12182',DAYODAYA EXP   ,AII ,AJMER JN       ,JBP ,JABALPUR       
'12183',BPL PBH SUP EXP,BPL ,BHOPAL  JN     ,PBH ,PARTAPGARH JN  
'12184',PBH BPL EXPRESS,PBH ,PARTAPGARH JN  ,BPL ,BHOPAL  JN     
'12185',REWANCHAL EXP  ,HBJ ,HABIBGANJ      ,REWA,REWA           
'12186',REWANCHAL EXP  ,REWA,REWA           ,HBJ ,HABIBGANJ      
'12187',MUMBAI GARIBRAT,JBP ,JABALPUR       ,CSTM,MUMBAI CST     
'12188',JBP GARIB RATH ,CSTM,MUMBAI CST     ,JBP ,JABALPUR       
'12189',MAHAKAUSHAL EXP,JBP ,JABALPUR       ,NZM ,H NIZAMUDDIN   
'12190',MAHAKOSHAL EXP ,NZM ,H NIZAMUDDIN   ,JBP ,JABALPUR       
'12191',NDLS JBP SUP EX,NDLS,NEW DELHI      ,JBP ,JABALPUR       
'12192',JBP NDLS SUP EX,JBP ,JABALPUR       ,NDLS,NEW DELHI      
'12193',YPR JBP EXP    ,YPR ,YESVANTPUR JN  ,JBP ,JABALPUR       
'12194',JBP YPR SUP EXP,JBP ,JABALPUR       ,YPR ,YESVANTPUR JN  
'12195',AF AII INTERCIT,AF  ,AGRA FORT      ,AII ,AJMER JN       
'12196',AII AF INTERCIT,AII ,AJMER JN       ,AF  ,AGRA FORT      
'12197',GWL INTERCITY  ,BPL ,BHOPAL  JN     ,GWL ,GWALIOR        
'12198',BPL INTERCITY  ,GWL ,GWALIOR        ,BPL ,BHOPAL  JN     
'12201',KCVL GARIB RATH,LTT ,LOKMANYATILAK T,KCVL,KOCHUVELI      
'12202',LTT GARIB RATH ,KCVL,KOCHUVELI      ,LTT ,LOKMANYATILAK T
'12203',GARIB RATH EXP ,SHC ,SAHARSA JN     ,ASR ,AMRITSAR JN    
'12204',SHC GARIB RATH ,ASR ,AMRITSAR JN    ,SHC ,SAHARSA JN     
'12205',NANDA DEVI EXP ,NDLS,NEW DELHI      ,DDN ,DEHRADUN       
'12206',NANDA DEVI EXP ,DDN ,DEHRADUN       ,NDLS,NEW DELHI      
'12207',JAMMU GARIB RAT,KGM ,KATHGODAM      ,JAT ,JAMMU TAWI     
'12208',KGM GARIB RATH ,JAT ,JAMMU TAWI     ,KGM ,KATHGODAM      
'12209',KGM GARIB RATH ,CNB ,KANPUR CENTRAL ,KGM ,KATHGODAM      
'12210',CNB GARIB RATH ,KGM ,KATHGODAM      ,CNB ,KANPUR CENTRAL 
'12211',ANVT GARIB RATH,MFP ,MUZAFFARPUR JN ,ANVT,ANAND VIHAR TRM
'12212',MFP GARIB RATH ,ANVT,ANAND VIHAR TRM,MFP ,MUZAFFARPUR JN 
'12213',DURONTO EXPRESS,YPR ,YESVANTPUR JN  ,DEE ,DELHI S ROHILLA
'12214',YPR DURONTO EXP,DEE ,DELHI S ROHILLA,YPR ,YESVANTPUR JN  
'12215',DEE BDTS G RATH,DEE ,DELHI S ROHILLA,BDTS,BANDRA TERMINUS
'12216',DEE GARIBRATH  ,BDTS,BANDRA TERMINUS,DEE ,DELHI S ROHILLA
'12217',SAMPARK KRANTHI,KCVL,KOCHUVELI      ,CDG ,CHANDIGARH     
'12218',KERLA S KRANTI ,CDG ,CHANDIGARH     ,KCVL,KOCHUVELI      
'12219',SC DURONTO EXP ,LTT ,LOKMANYATILAK T,SC  ,SECUNDERABAD JN
'12220',DURONTO AC EXP ,SC  ,SECUNDERABAD JN,LTT ,LOKMANYATILAK T
'12221',HOWRAH DURONTO ,PUNE,PUNE JN        ,HWH ,HOWRAH JN      
'12222',HWH PUNE DURONT,HWH ,HOWRAH JN      ,PUNE,PUNE JN        
'12223',LTT ERS DURONTO,LTT ,LOKMANYATILAK T,ERS ,ERNAKULAM JN   
'12224',ERS LTT DURONTO,ERS ,ERNAKULAM JN   ,LTT ,LOKMANYATILAK T
'12225',KAIFIYAT EXP   ,AMH ,AZAMGARH       ,DLI ,DELHI          
'12226',KAIFIYAT EXP   ,DLI ,DELHI          ,AMH ,AZAMGARH       
'12227',INDORE DURONTO ,BCT ,MUMBAI CENTRAL ,INDB,INDORE JN BG   
'12228',MUMBAI DURONTO ,INDB,INDORE JN BG   ,BCT ,MUMBAI CENTRAL 
'12229',LUCKNOW MAIL   ,LKO ,LUCKNOW NR     ,NDLS,NEW DELHI      
'12230',LUCKNOW MAIL   ,NDLS,NEW DELHI      ,LKO ,LUCKNOW NR     
'12231',LKO CDG EXPRESS,LKO ,LUCKNOW NR     ,CDG ,CHANDIGARH     
'12232',CDG LKO EXPRESS,CDG ,CHANDIGARH     ,LKO ,LUCKNOW NR     
'12235',DBRG NDLS RAJEX,DBRG,DIBRUGARH      ,NDLS,NEW DELHI      
'12236',NDLS DBRG RJDHN,NDLS,NEW DELHI      ,DBRG,DIBRUGARH      
'12237',BEGAMPURA EXP  ,BSB ,VARANASI JN    ,JAT ,JAMMU TAWI     
'12238',BEGAMPURA EXP  ,JAT ,JAMMU TAWI     ,BSB ,VARANASI JN    
'12239',JAIPUR DURONTO ,BCT ,MUMBAI CENTRAL ,JP  ,JAIPUR         
'12240',JP BCT DURONTO ,JP  ,JAIPUR         ,BCT ,MUMBAI CENTRAL 
'12241',CDG ASR SUP    ,CDG ,CHANDIGARH     ,ASR ,AMRITSAR JN    
'12242',ASR CDG SUP    ,ASR ,AMRITSAR JN    ,CDG ,CHANDIGARH     
'12243',SHATABDI EXP   ,MAS ,CHENNAI CENTRAL,CBE ,COIMBATORE JN  
'12244',SHATABDI EXP   ,CBE ,COIMBATORE JN  ,MAS ,CHENNAI CENTRAL
'12245',HWH YPR DURONTO,HWH ,HOWRAH JN      ,YPR ,YESVANTPUR JN  
'12246',DURONTO EXPRESS,YPR ,YESVANTPUR JN  ,HWH ,HOWRAH JN      
'12247',BDTS NZM YUVA E,BDTS,BANDRA TERMINUS,NZM ,H NIZAMUDDIN   
'12248',NZM  BDTS  YUVA,NZM ,H NIZAMUDDIN   ,BDTS,BANDRA TERMINUS
'12249',HWH NDLS YUVA E,HWH ,HOWRAH JN      ,NDLS,NEW DELHI      
'12250',NDLS HWH YUVA  ,NDLS,NEW DELHI      ,HWH ,HOWRAH JN      
'12251',WAINGANGA EXP  ,YPR ,YESVANTPUR JN  ,KRBA,KORBA          
'12252',WAINGANGA EXP  ,KRBA,KORBA          ,YPR ,YESVANTPUR JN  
'12253',ANGA EXPRESS   ,YPR ,YESVANTPUR JN  ,BGP ,BHAGALPUR      
'12254',ANGA EXPRESS   ,BGP ,BHAGALPUR      ,YPR ,YESVANTPUR JN  
'12257',KOCHUVELI GR   ,YPR ,YESVANTPUR JN  ,KCVL,KOCHUVELI      
'12258',YESVANTPUR EXP ,KCVL,KOCHUVELI      ,YPR ,YESVANTPUR JN  
'12259',NDLS  DURONTO  ,SDAH,SEALDAH        ,NDLS,NEW DELHI      
'12260',SDAH DURONTO EX,NDLS,NEW DELHI      ,SDAH,SEALDAH        
'12261',HOWRAH DURONTO ,CSTM,MUMBAI CST     ,HWH ,HOWRAH JN      
'12262',HWH CSTM DURONT,HWH ,HOWRAH JN      ,CSTM,MUMBAI CST     
'12263',NZM DURONTO EXP,PUNE,PUNE JN        ,NZM ,H NIZAMUDDIN   
'12264',PUNE DURONTO EX,NZM ,H NIZAMUDDIN   ,PUNE,PUNE JN        
'12265',DEE JAT DURONTO,DEE ,DELHI S ROHILLA,JAT ,JAMMU TAWI     
'12266',DURONTO EXPRESS,JAT ,JAMMU TAWI     ,DEE ,DELHI S ROHILLA
'12267',ADI DURONTO EXP,BCT ,MUMBAI CENTRAL ,ADI ,AHMEDABAD JN   
'12268',BCT DURONTO EXP,ADI ,AHMEDABAD JN   ,BCT ,MUMBAI CENTRAL 
'12269',DURONTO EXPRESS,MAS ,CHENNAI CENTRAL,NZM ,H NIZAMUDDIN   
'12270',MAS DURONTO EXP,NZM ,H NIZAMUDDIN   ,MAS ,CHENNAI CENTRAL
'12273',NDLS   DURONTO ,HWH ,HOWRAH JN      ,NDLS,NEW DELHI      
'12274',HWH DURONTO EXP,NDLS,NEW DELHI      ,HWH ,HOWRAH JN      
'12275',NDLS DURONTO EX,ALD ,ALLAHABAD JN   ,NDLS,NEW DELHI      
'12276',ALD DURONTO EXP,NDLS,NEW DELHI      ,ALD ,ALLAHABAD JN   
'12277',SATABDI EXPRESS,HWH ,HOWRAH JN      ,PURI,PURI           
'12278',SATABDI EXPRESS,PURI,PURI           ,HWH ,HOWRAH JN      
'12279',TAJ EXPRESS    ,JHS ,JHANSI JN      ,NZM ,H NIZAMUDDIN   
'12280',TAJ EXPRESS    ,NZM ,H NIZAMUDDIN   ,JHS ,JHANSI JN      
'12281',BBS DURONTO EXP,BBS ,BHUBANESWAR    ,NDLS,NEW DELHI      
'12282',BBS DURONTO EXP,NDLS,NEW DELHI      ,BBS ,BHUBANESWAR    
'12283',ERS NZM DURONTO,ERS ,ERNAKULAM JN   ,NZM ,H NIZAMUDDIN   
'12284',NZM ERS DURONTO,NZM ,H NIZAMUDDIN   ,ERS ,ERNAKULAM JN   
'12285',NZM DURONTO  EX,SC  ,SECUNDERABAD JN,NZM ,H NIZAMUDDIN   
'12286',NZM SC DURONTO ,NZM ,H NIZAMUDDIN   ,SC  ,SECUNDERABAD JN
'12287',DEHRADUN EXP   ,KCVL,KOCHUVELI      ,DDN ,DEHRADUN       
'12288',DDN KCVL SUP EX,DDN ,DEHRADUN       ,KCVL,KOCHUVELI      
'12289',NAGPUR DURONTO ,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12290',NGP CSTM DURONT,NGP ,NAGPUR         ,CSTM,MUMBAI CST     
'12291',YPR CHENNAI EXP,YPR ,YESVANTPUR JN  ,MAS ,CHENNAI CENTRAL
'12292',YESVANTPUR EXP ,MAS ,CHENNAI CENTRAL,YPR ,YESVANTPUR JN  
'12293',ALD DURONTO EXP,LTT ,LOKMANYATILAK T,ALD ,ALLAHABAD JN   
'12294',ALD LTT DURONTO,ALD ,ALLAHABAD JN   ,LTT ,LOKMANYATILAK T
'12295',SANGHAMITRA EXP,SBC ,BANGALORE CY JN,PNBE,PATNA JN       
'12296',SANGHA MITRA EX,PNBE,PATNA JN       ,SBC ,BANGALORE CY JN
'12297',PUNE DURONTO   ,ADI ,AHMEDABAD JN   ,PUNE,PUNE JN        
'12298',ADI DURONTO EXP,PUNE,PUNE JN        ,ADI ,AHMEDABAD JN   
'12301',KOLKATA RAJDHNI,HWH ,HOWRAH JN      ,NDLS,NEW DELHI      
'12302',KOLKATA RJDHNI ,NDLS,NEW DELHI      ,HWH ,HOWRAH JN      
'12303',POORVA EXPRESS ,HWH ,HOWRAH JN      ,NDLS,NEW DELHI      
'12304',POORVA EXPRESS ,NDLS,NEW DELHI      ,HWH ,HOWRAH JN      
'12305',KOLKATA RJDHNI ,HWH ,HOWRAH JN      ,NDLS,NEW DELHI      
'12306',KOLKATA  RJDHNI,NDLS,NEW DELHI      ,HWH ,HOWRAH JN      
'12307',HWH JU  EXPRESS,HWH ,HOWRAH JN      ,JU  ,JODHPUR JN     
'12308',JU HWH SUPFAST ,JU  ,JODHPUR JN     ,HWH ,HOWRAH JN      
'12309',RJPB RAJDHANI  ,RJPB,RAJENDRANAGAR T,NDLS,NEW DELHI      
'12310',RJPB RAJDHANI  ,NDLS,NEW DELHI      ,RJPB,RAJENDRANAGAR T
'12311',HWH DLI KLK MAI,HWH ,HOWRAH JN      ,KLK ,KALKA          
'12312',KALKA MAIL     ,KLK ,KALKA          ,HWH ,HOWRAH JN      
'12313',SDAH RAJDHANIEX,SDAH,SEALDAH        ,NDLS,NEW DELHI      
'12314',SEALDAH RJDHANI,NDLS,NEW DELHI      ,SDAH,SEALDAH        
'12315',ANNANYA  EXPRES,SDAH,SEALDAH        ,UDZ ,UDAIPUR CITY   
'12316',ANANYA EXPRESS ,UDZ ,UDAIPUR CITY   ,SDAH,SEALDAH        
'12317',AKAL TAKHT EXP ,SDAH,SEALDAH        ,ASR ,AMRITSAR JN    
'12318',AKAL TAKHAT EXP,ASR ,AMRITSAR JN    ,SDAH,SEALDAH        
